"Index","AA","AXP","BA","BAC","CAT","CSCO","CVX","DD","DIS","GE","HD","HPQ","IBM","INTC","JNJ","JPM","KFT","KO","MCD","MMM","MRK","MSFT","PFE","PG","T","TRV","UTX","VZ","WMT","XOM"
2007-05-10,34.86,58.02,84.56,44.67,66.56,26.29,68.99,43.02,34.02,31.59,34.22,43.44,98.27,20.1,55.68,48.28,28.13,46.92,44.3,76.34,43.5,28.45,22.36,55.9,31.71,50.67,62.44,33.09,44.27,73.51
2007-05-11,35.23,58.22,85.1,45,67.52,26.63,70.63,43.17,34.38,31.75,34.28,43.99,99.49,20.17,55.48,48.42,28.14,47.11,44.87,77.15,44.28,28.74,22.56,56.04,32.26,51.45,62.78,33.55,44.3,75.21
2007-05-14,35.53,57.71,85.25,44.85,68.8,26.29,71.36,43.21,34.29,31.43,34.41,43.78,99.11,20.02,55.78,48.12,28.13,47.03,44.86,76.5,44.35,28.82,22.72,56.11,32.62,51,62.65,33.75,44.35,75.23
2007-05-15,36.4,58.27,85.96,44.99,68.54,26.13,71.23,43.58,34.26,31.47,33.79,43.52,98.42,19.92,55.08,48.31,28.22,46.9,45.42,77.71,44.81,28.84,22.61,56.43,32.91,50.73,62.88,34.51,44.15,75.12
2007-05-16,36.16,59.15,86.87,45.15,68.49,26.48,71.75,44.1,34.32,31.63,33.85,43.96,99.39,20.07,56.17,49.19,28.36,47.15,46.04,78,44.87,29,22.79,57.56,33.52,50.97,63.1,34.68,43.94,75.41
2007-05-17,36.27,58.77,88.19,45.16,67.49,26.28,72.4,44.45,34.3,31.37,33.79,43.63,98.87,20.12,55.9,48.8,28.47,46.67,46.3,78.6,44.67,28.92,22.83,57.61,33.62,50.75,63.92,34.19,43.88,75.74
2007-05-18,36.8,59.14,88.05,45.29,67.42,26.21,73.63,44.85,34.33,31.74,34.3,43.35,101.38,20.55,56.5,48.78,28.66,47.05,46.36,78.8,45.34,28.78,22.89,57.71,33.49,51.03,63.76,34.55,44.03,77.09
2007-05-21,36.12,59.42,88.29,45.25,67.5,26.4,73.62,44.58,34.73,31.86,34.08,43.97,100.49,20.48,56.59,48.8,28.73,46.41,46.31,78.95,45.8,28.98,22.88,57.52,33.04,50.67,63.51,34.51,43.42,77.39
2007-05-22,36.08,59.42,87.91,45.48,68.09,26.37,73.04,44.56,34.57,32.07,33.99,44.32,100.17,20.81,56.64,48.55,28.86,46.03,46.51,79.6,46.11,28.65,22.83,57.27,32.95,50.45,63.78,34.57,43.35,76.64
2007-05-23,37.4,59.16,87.08,45.35,68.56,25.97,72.35,44.62,34.77,32.29,34.21,44.37,99.12,20.52,56.85,48.27,28.84,45.89,45.69,79.75,46.28,28.54,22.81,57.36,32.93,50.43,63.44,34.62,43.15,76.84
2007-05-24,37.25,59.19,88.77,45.09,68.02,25.4,71.07,43.96,34.16,32.1,34.36,44.15,97.59,19.88,56.93,47.9,28.94,45.81,45.15,79.03,45.77,28.16,22.76,57.15,32.94,49.63,62.9,34.51,43.45,76.18
2007-05-25,37.89,58.83,89.52,45.22,68.27,25.52,72.11,44.06,34.34,32.26,33.86,44.36,98.74,20.06,56.67,47.95,29,46.39,45.1,79.21,45.73,28.45,22.97,57.23,33.21,49.47,63.23,34.48,43.69,77.32
2007-05-29,37.4,59.49,89.75,45.21,68.31,25.9,71.73,43.88,33.92,32.12,34.09,44.3,99.43,20.18,56.54,48.11,29,46.65,44.84,79.18,45.47,28.74,22.99,57.86,32.99,49.36,63.57,35.05,43.72,76.5
2007-05-30,38.2,60.1,91.62,45.37,70.77,26.39,73.1,44.28,34.23,32.4,34.14,44.41,100.39,19.98,56.69,48.34,29.16,47.43,44.5,79.74,44.88,29.04,22.87,58.04,33.39,49.7,63.98,35.55,43.89,77.77
2007-05-31,38.24,60.08,91.66,45.28,70.86,26.92,72.43,44.8,33.78,32.27,34.29,44.45,100.08,20.07,56.74,48.12,29.29,47.38,44.79,79.77,44.66,28.65,22.93,57.77,33.69,49.11,65.01,35.32,44.33,77.01
2007-06-01,38.41,60.16,90.96,45.34,70.46,26.86,73.08,45.47,33.59,32.16,34.59,44.55,100.02,20.24,56.86,48.19,29.79,47.21,45.14,80.19,44.4,28.55,23.09,57.71,33.03,49.48,65.22,34.89,46.08,77.98
2007-06-04,37.97,60.12,91.1,45.41,70.6,27.01,73.88,45.54,34.03,32.47,35.11,44.71,99.73,20.06,57.03,47.88,29.87,47.09,45.27,79.87,44.07,28.68,22.96,57.44,33.33,50.03,65.26,34.85,47.7,77.98
2007-06-05,37.6,59.9,90.66,45.24,70.92,27.2,73.53,44.73,33.62,32.12,34.48,44.65,99.36,19.88,56.77,47.56,29.82,46.78,45.05,79.31,43.8,28.54,22.76,57.69,32.99,49.81,65.19,34.69,47.05,78.01
2007-06-06,36.91,58.93,89.56,44.94,70.95,26.6,72.69,43.65,33.27,32.02,33.98,44.76,96.14,19.45,56.41,46.94,29.73,46.49,44.87,78.55,43.54,28.27,22.35,57.44,32.91,49.8,64.43,34.82,47.27,77.42
2007-06-07,36.06,58.01,88.24,44.46,69.71,25.85,71.28,43.13,32.66,31.57,33.41,44.16,95.57,19.29,55.6,46.26,29.96,45.94,44.48,76.97,43.18,27.65,21.93,56.65,32.2,49.01,63.46,34.55,46.35,75.89
2007-06-08,36.74,58.29,89.47,44.88,70.8,26.48,71.71,43.78,32.6,32.05,33.67,44.52,96.76,19.76,55.72,46.8,29.87,46.19,45.55,77.93,43.01,28.05,22.12,57.33,32.81,49.76,64.72,34.94,46.64,76.55
2007-06-11,36.41,58.3,88.89,44.69,71.01,26.32,72.31,43.44,32.58,32.17,33.45,44.7,96.9,19.85,55.84,46.82,29.88,46.16,45.41,77.35,43.79,28.02,22,57.32,32.69,49.74,64.67,35.3,46.39,76.9
2007-06-12,36.44,57.43,87.91,44.34,70.41,26.06,71.6,42.91,31.99,31.82,33.14,43.89,96.08,20.09,55.45,45.82,29.87,45.72,45.61,77.12,43.08,27.86,21.78,56.51,31.85,48.92,64.2,34.95,45.55,75.92
2007-06-13,37.5,58.39,89.72,44.97,72.08,26.53,72.12,43.6,31.84,32.32,33.47,44.32,96.81,20.52,55.76,46.69,30.51,46.23,46.24,79.07,43.47,28.37,21.98,56.7,32.58,49.73,65.18,34.81,46.1,77.17
2007-06-14,38.13,58.38,90.18,44.72,72.8,26.83,73.17,43.24,32.21,32.46,33.53,44.49,97.5,21.03,56,46.72,30.66,46.18,46.29,79.28,43.09,28.49,22.02,56.74,33.05,49.35,65.68,35.07,45.9,78.49
2007-06-15,38.54,58.96,89.43,44.72,73.14,27.39,73.92,44.07,32.79,32.74,33.67,44.53,98.66,21.94,56.29,46.94,30.56,46.42,46.22,79.5,43.52,28.46,22.08,56.88,32.82,49.14,66.36,34.88,45.95,79.57
2007-06-18,38.8,58.38,88.75,44.57,73.81,27.21,74.11,44.31,32.92,32.69,33.68,44.7,98.88,21.88,55.89,46.82,30.39,46.59,46.42,79.46,43.43,28.48,21.91,56.15,32.6,48.67,66.52,34.52,45.74,79.96
2007-06-19,38.52,58.39,88.31,45.14,74.38,27.3,74.02,44.7,33.13,33.74,33.95,44.71,99.98,21.81,55.98,47.21,29.99,46.25,46.5,79.64,43.17,28.43,21.87,56.2,32.79,48.57,66.09,34.94,45.46,79.48
2007-06-20,37.29,57.37,87.55,44.63,73.38,27.2,71.96,44.66,32.59,33.55,35.51,43.87,99.51,21.67,55.63,45.92,29.83,46.34,45.48,78.97,42.26,28.01,21.45,56.31,32.21,47.94,66.19,34.51,45.26,76.68
2007-06-21,37.37,57.93,88.57,44.55,73.46,27.32,73.63,44.74,32.59,33.56,35.44,44.32,100.08,21.98,55.7,46.27,31.8,46.88,45.25,79.27,42.29,28.21,21.62,56.25,32.26,48.35,66.3,34.43,45.07,78.05
2007-06-22,37.05,57.13,87.4,43.71,72.95,26.92,72.48,44.78,32.54,33.08,34.92,44.01,98.05,21.45,54.46,45.23,31.37,46.46,44.67,78.38,41.65,27.53,21.17,55.48,31.66,47.74,65.77,33.78,44.55,76.4
2007-06-25,36.51,57.14,87.08,43.62,72.77,27.03,73.72,44.05,32.46,33.05,34.76,43.78,98.67,21.25,54.8,44.9,30.82,46.59,45.45,78.21,41.47,27.53,21.19,55.53,31.85,47.87,65.67,33.67,44.54,76.26
2007-06-26,35.85,56.7,86.54,43.58,72.4,27.15,73.5,43.35,32.46,32.89,34.73,43.49,98.88,21.16,55.28,45.12,30.45,46.76,45.85,78.06,42.14,27.56,21.35,55.63,32.02,48.23,65.03,33.32,44.68,75.76
2007-06-27,36.1,56.89,86.24,43.92,71.7,27.27,74.56,43.82,32.66,32.92,35.27,44.02,98.98,21.53,55.11,45.72,31.15,47.2,45.49,79.01,43.18,27.88,21.37,55.84,32.58,48.24,65.89,33.2,45.13,77.29
2007-06-28,36.41,56.6,86.71,43.83,71.32,27.85,74.82,43.61,32.26,32.97,35.06,43.46,99.47,21.65,55.15,45.46,30.83,47.37,45.05,78.76,43.3,27.84,21.38,55.78,33.2,48.67,65.51,33.32,44.9,77.4
2007-06-29,37.54,56.57,87.62,43.66,70.61,27.85,74.87,43.53,32.54,33.11,34.91,43.47,98.81,21.49,55.26,44.98,30.72,47.08,44.97,78.7,42.72,27.51,21.33,55.63,33.82,48.76,65.36,33.4,44.81,77.66
2007-07-02,38.06,57.13,88.18,44.04,72.54,27.89,75.68,44.35,32.9,33.09,34.93,44.02,98.58,21.97,55.46,45.63,30.97,47.31,45.52,79.8,42.52,27.76,21.47,56.13,34.1,49.65,66.77,33.73,45.01,78.53
2007-07-03,38.44,57.85,88.98,44.25,70.33,28.1,76.73,44.64,32.92,33.47,34.78,44.4,100.06,22.26,55.55,46.17,30.21,47.61,45.54,79.75,42.75,28.02,21.53,56.17,33.82,50.13,66.78,34.17,45.14,79.03
2007-07-05,38.3,56.89,89.62,44.08,69.88,28.37,76.94,44.58,33.01,33.34,35.34,44.71,101.44,22.26,55.85,45.65,30.04,47.4,45.37,79.58,42.74,27.99,21.61,56.06,33.38,49.59,66.46,34.06,44.79,78.85
2007-07-06,38.59,57.01,90.1,43.89,71.07,28.47,77.93,44.5,32.87,33.28,35.75,44.79,102.36,22.34,55.72,45.82,29.84,47.34,45.57,79.9,42.43,27.98,21.62,55.89,33.42,49.69,66.9,34.04,45.07,80.05
2007-07-09,39.24,57.87,91.03,43.58,71.99,28.45,79.54,44.57,32.85,33.41,35.69,44.19,102.3,22.59,56.24,45.65,30.52,47.43,45.31,79.9,42.4,27.88,21.59,55.93,33.28,50.03,66.83,34.42,45.17,80.96
2007-07-10,38.59,55.89,91.35,43.18,73.24,28.31,79.1,43.85,32.3,32.78,35.71,43.78,101.98,22.6,55.78,44.45,29.98,46.89,44.6,79.09,41.74,27.38,21.34,55.48,32.47,48.44,66.41,33.19,44.32,80.09
2007-07-11,39.3,55.87,91.23,43.32,74.1,28.76,80.65,43.82,32.39,33.04,35.91,44.47,102.42,22.24,56.37,45.03,29.88,46.88,44.94,79.69,41.95,27.53,21.23,55.96,32.72,48.51,67.27,33.42,44.41,80.82
2007-07-12,41.95,58.7,91.83,44.23,75.83,29.8,82.92,44.1,32.65,33.73,36.32,46.13,102.59,23.53,56.82,46.34,30.33,47.37,45.76,81.55,43.55,28.07,21.67,57.21,33.27,49.22,68.18,33.94,45.48,82.98
2007-07-13,43.86,58.23,92.83,44.2,76.77,29.89,82.95,44.14,32.76,34.17,36.26,46.03,101.95,23.5,56.88,46.83,31.28,47.8,45.99,81.82,43.62,27.84,21.62,56.96,33.21,48.83,69.11,34.21,45.78,83.63
2007-07-16,43.33,57.35,93,44.31,77.46,29.89,81.87,44.52,32.86,34.7,36,46.21,102.95,23.49,57.21,46.63,30.96,48.47,46.16,82.4,43.6,28.03,21.76,57.41,33.05,48.67,70.65,35.03,45.58,83.05
2007-07-17,43.18,60,92.99,44.47,77.97,29.73,80.97,45.64,33.06,35.21,35.62,46.28,103.99,23.83,56.26,46.71,31.26,47.85,46.21,82.59,43.12,28.73,21.66,56.98,32.75,48.3,70.81,34.62,45.03,82.49
2007-07-18,43.03,60.29,92.78,44.08,78.08,29.44,82.73,45.68,32.98,34.99,35.52,45.92,104.28,22.68,55.78,45.74,31.12,48.09,46.25,82.96,42.84,28.86,20.96,57.22,32.58,48.2,69.63,34.38,44.74,84.39
2007-07-19,41.33,60.75,93.38,44,78.76,29.94,82.65,45.5,32.86,35.21,35.22,47.15,108.77,22.86,55.95,45.49,31.67,48.33,46.66,82.68,42.33,29.41,20.85,57.4,32.59,48.67,71.12,34.62,45.44,85.45
2007-07-20,39.91,59.79,94.64,43.14,75.34,29.59,81.87,45.05,32.73,34.7,34.95,47.28,107.78,22.22,55.41,44.5,30.97,47.89,46.15,81.81,42.05,29.09,20.77,56.82,32.11,47.14,70.06,34.64,44.76,85.13
2007-07-23,39.32,59.93,94.8,43,74.25,30.26,82.27,45.6,33.39,35.31,34.56,47.18,109.26,22.37,55.6,44.12,31.04,48.28,46.51,82.4,44.89,29.11,20.88,57.9,32.91,47.55,70.23,35.05,44.81,86.51
2007-07-24,38.21,56.69,94.58,42.1,73.94,29.76,79.86,42.73,33.12,34.79,33.67,46.38,109.06,22.2,55.12,42.42,30.37,47.9,45.67,81.33,44.37,28.75,20.76,57.56,32.62,45.82,68.87,35.32,44.73,84.11
2007-07-25,37.9,57.21,97.71,42.8,72.89,29.91,80.92,42.12,33.29,34.96,33.75,46.31,110.87,22.17,55.18,42.36,30.37,48.65,45.15,81.27,45.79,28.67,20.67,57.57,33.29,46.79,69.29,35.41,44.59,85.91
2007-07-26,35.2,55.85,94.49,42.17,70.89,29.67,77.73,40.88,32.48,34.19,33.09,45.88,109.4,21.72,54.67,41.24,29.15,47.68,43.86,81.66,44.58,27.98,20.15,57.19,32.86,46.71,68.6,34.74,43.61,81.69
2007-07-27,34.65,54.27,94.5,42.33,68.84,28.97,75.72,40.09,32.16,33.55,32.6,45.26,108.54,21.31,53.6,41.39,28.67,47.05,43.2,81.66,43,27.43,19.85,57.43,32.26,46.16,67.54,34.41,42.79,79.25
2007-07-30,35.43,55.74,96.17,42.59,69.76,29.49,76.82,40.29,32.42,33.97,33.54,44.95,107.51,21.59,53.87,41.87,28.75,47.15,42.87,81.78,43,27.44,19.82,57.84,32.69,47.23,67.85,34.01,43.04,79.64
2007-07-31,35.39,54.26,94.24,42.34,71.35,28.91,75.78,40.01,31.45,33.53,32.98,44.84,103.88,21.38,54.25,41.18,28.55,46.9,42.41,80.64,42.59,27.06,19.61,56.55,32.19,46.28,67.24,34.92,42.8,78.82
2007-08-01,35.31,55.27,95.25,42.53,72.56,29.77,75.7,40.53,32.25,33.69,33.51,45.52,105.18,21.54,54.67,41.53,28.27,47.94,42.77,80.77,43.77,27.35,19.71,57.74,33.07,47.09,68.79,35.42,43.05,79.48
2007-08-02,35.25,56.45,96.52,42.67,73.05,30.13,74.56,40.36,32.75,33.76,33.55,46.98,106.3,21.99,54.73,41.72,28.37,48.3,43.4,80.82,44.3,27.56,19.9,57.87,33.37,47.12,68.89,35.33,43.52,78.87
2007-08-03,33.67,53.28,94.98,41.97,71.5,29.46,72.01,39.69,32.31,32.92,32.11,46.18,105.04,21.74,54.3,40.84,27.86,47.95,42.99,79.4,43.14,27.03,19.61,57.48,32.43,44.58,68.12,35.02,42.4,76
2007-08-06,33.19,55.82,95.07,43,73.35,29.5,72.9,40.79,32.69,33.82,32.73,47.21,106.92,21.94,55.87,42.21,28.5,48.81,43.82,79.59,44.05,27.57,20.11,59.42,33.09,46.05,68.97,35.57,43.79,77.35
2007-08-07,34.07,56.01,94.05,43.46,72.84,29.69,73.93,40.59,32.93,34.15,32.29,47.23,106.58,21.94,55.67,42.42,28.39,49.02,44.06,79.83,44.29,27.58,20.31,59.63,33.26,46.58,68.33,35.32,43.83,79.35
2007-08-08,34.51,58.35,93.92,44.38,73.26,31.68,74.95,42.32,32.68,35,33.53,48.12,106.44,22.44,56.04,43.52,28.57,50.28,44.56,79.94,44.92,28,20.78,59.57,33.17,46.78,68.24,35.38,45.1,81.38
2007-08-09,32.98,56.21,89.87,43.17,71.06,31.4,72.09,42.01,31.45,33.68,31.75,45.8,104.32,21.75,54.55,41.33,27.41,50.27,44.24,78.77,44.13,27.35,20.38,59.39,32.26,44.09,66.69,34.34,43.26,77.71
2007-08-10,32.28,56.33,90,43.39,70.22,31.39,74.14,41.6,31.61,33.07,31.87,45.99,106.12,21.81,54.84,41.4,28.01,49.48,43.78,77.96,43.65,26.8,20.25,59.78,31.95,46.14,67.34,33.86,42.91,78.56
2007-08-13,33.07,55.1,91.47,43.31,70.54,30.83,73.28,41.37,31.68,33.02,31.26,47.18,106.19,21.84,55.11,41.01,28.07,49.07,43.16,78.21,43.37,26.72,20.17,58.76,32.12,46.2,68.2,34.12,43,77.08
2007-08-14,32.44,53.11,89.26,42.74,69.52,30.26,73.28,40.69,30.84,32.59,29.74,46.06,105.57,21.64,54.82,40.52,28.31,48.73,42.53,77.77,42.83,26.48,19.91,58.25,31.45,45.67,67.07,33.56,40.81,77.28
2007-08-15,31.36,52.59,87.32,43.07,67.87,29.92,72.28,40.48,30.22,31.92,29.6,44.96,104.79,21.11,54.97,40.23,27.67,48.45,42.14,77.14,42.7,26.32,19.87,58.03,31.23,45.69,66.3,33.18,40.51,75.94
2007-08-16,29.7,53.91,84.79,44.51,66.1,29.3,72.85,41.41,31.05,32.18,29.12,44.86,103.34,21.01,55.27,42.55,27.15,48.22,42.59,77.44,42.43,26.05,19.75,58.53,31.17,48.03,65.79,32.96,40.72,74.99
2007-08-17,30.98,54.58,87.71,46.22,65.78,29.99,75.51,40.82,31.15,33.26,29.55,45.93,104.48,21.55,55.62,43.99,27.29,49.01,42.15,79.65,42.57,26.46,20.21,59.74,32.1,48.24,68.32,33.42,40.71,78.22
2007-08-20,31.93,54.39,88.88,45.85,67.05,29.76,75.98,41.19,31.37,33.06,29.98,45.37,102.9,21.92,55.45,43.5,27.63,49.07,42.78,80.05,42.88,26.47,20.41,59.43,31.77,47.66,69.14,33.68,40.8,78.58
2007-08-21,32.19,54.81,88.64,45.81,67.26,30.1,75.45,41.2,31.73,33.17,30.43,44.82,102.73,21.72,55.3,43.23,27.58,48.63,42.94,80.22,42.7,26.29,20.47,58.93,31.85,47.2,67.51,34.17,40.91,77.29
2007-08-22,33.7,55.73,89.59,46.12,68.18,30.26,76.43,42.21,32,33.86,30.85,45.22,103.63,21.96,55.61,43.04,27.94,48.56,43.73,81.21,43.2,26.43,20.81,59.18,32.7,47.95,68.37,34.26,40.95,77.69
2007-08-23,33.28,55.64,88.45,46.28,68.07,30.27,76.51,42.23,31.61,33.84,30.18,46.42,105,22.03,55.7,42.73,27.98,48.58,44.17,80.92,43.32,26.51,20.79,59.46,32.96,47.05,67.84,34.53,40.41,77.85
2007-08-24,34.14,56.43,90.03,46.32,69.11,30.73,78.07,42.35,32.28,34.09,30.77,46.86,106.69,22.54,55.86,42.99,28.32,48.6,44.4,81.29,43.6,26.99,20.89,60.27,33.18,47.85,68.8,34.93,40.94,79.66
2007-08-27,34.41,55.57,90.09,45.42,68.82,31.1,77.87,42.13,32.26,33.73,31.27,46.55,106.87,22.23,55.61,42.02,28.25,48.61,43.83,80.88,43,26.69,20.9,59.63,32.96,46.62,68.23,34.89,41.02,79.13
2007-08-28,32.9,53.15,87.45,44.34,67.15,30.41,75.45,41.52,31.65,32.91,31.29,45.67,105.52,21.79,55.3,40.8,27.7,47.94,43.09,79.89,42.22,26.16,20.66,59.15,31.89,45.55,66.64,34.01,40.63,77.16
2007-08-29,33.86,53.89,88.59,45.14,67.95,31,77.6,42.02,32.3,33.48,32.63,47.17,107.94,22.81,55.85,41.29,27.82,48.16,43.58,80.93,42.82,26.78,20.83,59.53,33.04,47.43,68.81,34.6,41.37,79.23
2007-08-30,33.64,53.5,88.55,44.83,67.61,31.43,78.04,41.79,31.9,33.22,33.07,47.19,108.69,22.99,55.61,41.14,27.76,48.06,43.26,81.48,42.6,26.65,20.73,59.43,32.68,45.83,68.34,34.35,40.55,79.39
2007-08-31,33.99,54.33,88.41,45.25,68.61,31.92,78.55,42.06,32.03,33.62,34.21,48.07,109.94,23.41,55.78,41.66,27.94,48.4,43.63,82.96,43.04,26.91,20.97,59.7,32.77,46.06,69.07,34.31,40.84,79.69
2007-09-04,33.88,56.32,87.7,45.61,69.59,32.32,79.42,42.28,32.53,33.77,32.46,48.84,111.35,23.81,55.95,42.39,28.02,48.93,44,83.11,42.93,26.99,21.18,59.83,33.11,46.45,68.89,34.96,40.53,81.09
2007-09-05,33.94,54.98,87.62,45.17,68.4,32.22,79.09,41.76,32.45,33.52,32.6,48.8,111.06,23.63,55.66,41.33,28.41,48.32,43.63,81.99,42.7,26.68,20.86,59.84,32.66,46.1,67.98,34.37,39.74,81.08
2007-09-06,33.96,55.05,87.95,45.02,68.59,31.84,79.6,41.78,32.8,34.08,31.45,48.89,110.81,23.78,55.67,41.37,29.35,49.2,44.09,82.64,43.63,27.08,20.79,60.44,32.67,46.43,69.43,34.62,40.03,81.33
2007-09-07,32.45,53.52,86.71,44.33,66.5,31.52,78.45,40.98,32.02,33.52,30.54,47.59,108.86,23.16,55.68,40.72,28.91,49.13,43.63,81.08,42.85,26.64,20.47,59.85,31.84,45.69,68.3,33.87,39.68,79.71
2007-09-10,31.68,54.41,87.16,44.27,66.77,31.74,77.91,40.8,31.99,33.9,30.19,47.81,109.1,23.05,55.83,41.1,29.24,49.11,44.43,80.07,43.06,26.68,20.23,60.24,31.88,45.57,68.94,33.79,39.57,78.88
2007-09-11,31.82,55.03,89.09,44.72,66.91,32.16,79.29,41.04,31.92,34.17,31.13,48.66,110.56,23.33,56.02,41.68,29.7,50.1,45.86,80.46,43.18,27.1,20.42,61.24,32.72,46.1,69.11,34.3,40.2,80.82
2007-09-12,31.31,55.13,89.89,44.66,65.89,31.78,79.83,41.12,32.14,34.51,31.33,47.58,109.29,23.15,56.43,41.61,29.79,50.57,45.36,81.22,42.94,27.1,20.42,61.53,32.77,46.02,69.27,34.3,39.98,81.48
2007-09-13,32.03,56.17,90.47,45.09,66.09,31.51,80.64,41.32,31.95,35.04,31.79,47.59,109.24,23.05,56.97,42.67,29.91,50.59,48.11,81.23,43.1,27.31,20.46,61.67,33.51,46.11,69.43,34.91,40.31,82.38
2007-09-14,33.01,54.63,90.83,45.17,66.25,31.56,81.14,41.45,31.99,34.9,31.86,47.21,108.47,22.67,57.06,42.61,29.97,51.07,49.13,81.17,42.82,27.2,20.51,61.99,33.24,45.55,70.47,34.83,40.55,82.43
2007-09-17,32.78,53.94,90.18,44.77,66.73,31.5,81.39,41.22,31.82,34.75,31.59,47.95,107.89,22.6,56.82,42.38,29.79,50.06,48.41,81.09,42.71,26.91,20.37,62.12,32.88,45.37,70.18,34.89,40.55,82.97
2007-09-18,34.33,56.35,90.03,46.31,70.14,32.04,83.54,42.54,32.96,36.05,32.46,48.95,109.88,23.11,57.62,44.74,30.23,51.08,48.75,83.57,43.71,27.1,20.72,62.79,33.56,47.5,72.34,35.48,41.6,85.3
2007-09-19,34.69,56.49,91.45,46.18,70.55,32.09,84.23,43.04,32.94,36.13,32.3,48.57,109.92,23.35,58.22,44.51,30.22,51.27,49.09,83.85,44.57,26.86,21.01,62.89,34.18,47.79,73.03,35.87,41.89,85.63
2007-09-20,34.69,55.72,92.57,45.93,70.06,32.21,84.29,43.05,32.45,35.91,31.54,48.88,110.1,23.47,58.49,43.94,30.41,50.99,48.61,83.37,44.41,26.62,20.7,63.06,34.55,46.87,72.87,35.88,41.49,85.61
2007-09-21,34.8,54.94,93.8,46.34,70.77,32.3,84.89,42.87,32.98,35.92,30.78,49.3,110.02,23.52,58.79,44.1,30.63,51.21,48.55,83.59,44.79,26.84,20.76,63.43,34.96,46.76,73.52,36.36,41.4,85.81
2007-09-24,34.44,54.12,94.22,45.75,70.38,31.88,84.45,42.8,32.71,35.57,30.25,49.02,109.52,23.62,58.86,43.36,30.51,51.34,48.69,83.71,44.67,27.24,20.62,63.81,34.75,45.44,72.83,36.14,41.16,85.27
2007-09-25,34.43,54.53,95.94,45.41,69.15,32.44,82.24,42.63,32.47,35.79,29.54,49.74,109.77,23.54,58.65,43.14,30.25,51.63,47.98,83.8,45.19,27.69,20.47,63.86,34.99,45.82,73.98,36.1,40.4,85.48
2007-09-26,35.8,54.69,95.5,45.58,69.42,32.99,82.8,43.02,32.9,35.94,29.46,49.39,110.51,23.56,59.03,43.16,30.08,51.93,48.55,84.38,45.47,27.63,20.75,64.46,35.21,45.86,74.23,36.44,40.53,85.87
2007-09-27,36.29,55.21,96.42,45.76,70.15,33.23,83.7,43.14,32.61,36.04,29.25,49.05,110.9,23.42,59.17,43.24,30.24,51.92,48.34,85.15,45.21,27.62,20.9,64.08,35.21,45.92,74.68,36.6,40.82,86.42
2007-09-28,36.4,55.03,95.99,45.46,71.02,33.13,83.76,42.76,32.78,36.05,28.96,48.58,110.98,23.51,59.31,42.87,30.33,52.04,48.26,85.33,44.68,27.6,20.63,64.3,34.78,46.14,74.49,36.28,40.86,86.04
2007-10-01,36.43,56.19,97.51,45.79,72.04,32.99,84.53,43.33,33.03,36.59,29.61,49.74,112.14,23.98,59.71,43.8,30.5,52.43,49.62,86.38,45.32,27.89,20.98,64.82,34.71,47.51,75.96,37.19,41.63,87.33
2007-10-02,36.15,56.18,96.85,46.77,72.11,33.01,82.85,43.14,33.14,36.68,29.79,49.8,111.51,23.99,59.63,44.13,30.47,52.45,49.57,85.61,44.62,27.82,21.06,64.66,34.86,47.88,74.62,37.14,42,85.74
2007-10-03,35.02,55.62,95.74,46.96,71.14,32.45,81.88,42.61,33.09,36.18,30.24,49.14,109.66,23.47,59.67,44.33,30.14,52.13,49.71,85.88,45.08,27.59,21.18,64.37,34.46,47.96,73.74,37.06,42.25,84.9
2007-10-04,35.04,55.52,95.54,47.38,71.21,32.15,82.2,42.82,33.27,36.31,30.13,49.24,108.99,23.28,59.68,44.57,30.16,52.4,49.65,85.94,45.69,27.83,21.36,64.75,34.52,49.08,74.13,37.21,42.12,84.52
2007-10-05,36.09,56.77,93.49,47.66,72.74,32.65,82.63,42.75,33.81,36.37,30.55,49.66,109.57,23.22,59.81,44.88,30.15,52.59,49.94,87.39,46.26,27.95,21.6,64.75,34.93,49.32,74.82,37.4,42.47,84.93
2007-10-08,35.64,56.39,92.41,47.41,73.65,32.71,81.97,42.28,33.62,36.16,30.29,50.77,110.95,23.33,59.6,44.75,29.94,52.34,50.38,86.99,45.94,27.95,21.49,64.64,34.76,49.02,74.38,37.18,42.38,84.29
2007-10-09,36.96,58.09,92.75,47.54,74.71,33.08,83.06,42.69,33.79,36.59,30.18,51.19,111.45,23.5,59.81,44.87,29.98,52.41,50.84,87.19,46.36,28.2,21.56,64.98,34.8,48.85,75.15,37.73,42.32,86.14
2007-10-10,36.04,57.5,90.22,47.29,73.49,33.27,82.42,42.29,33.63,36.41,30.04,50.98,111.75,23.53,59.43,44.25,29.92,52.4,50.53,87.37,46.01,28.32,21.56,65.27,34.61,49.36,74.51,37.74,42.68,86.57
2007-10-11,35.43,58.02,88.01,47.4,71.93,32.8,81.45,42.1,33.37,36.23,29.85,50.36,111.22,23.12,59.54,44.01,29.47,51.79,49.84,86.04,45.85,28.02,21.49,65.61,34.5,49.51,73.35,37.78,43.9,86.14
2007-10-12,35.48,58.75,88.4,47.09,72.71,32.92,81.82,42.33,33.81,35.73,29.86,50.3,110.99,23.23,59.53,44.16,29.75,52.34,50.52,85.86,46.26,28.26,21.33,65.55,35.06,49.65,74.34,37.66,44.05,86.9
