"Index","AA","AXP","BA","BAC","CAT","CSCO","CVX","DD","DIS","GE","HD","HPQ","IBM","INTC","JNJ","JPM","KFT","KO","MCD","MMM","MRK","MSFT","PFE","PG","T","TRV","UTX","VZ","WMT","XOM"
2006-01-03,26.84,47.88,62.75,39.41,50.82,17.45,50.14,35.1,23.05,29.26,35.52,27.66,75.5,22.44,53.33,35.64,23.39,35.3,28.99,69.23,26.56,24.53,18.71,51.8,18.82,40.56,50.85,22.16,42.03,52.65
2006-01-04,27,47.42,63.4,39,52.12,17.85,50,34.91,22.66,29.22,34.87,28.47,75.39,22.74,54.16,35.43,23.31,35.23,29.25,68.88,26.87,24.65,19.31,51.89,18.96,41.01,50.55,22.81,42.12,52.74
2006-01-05,27.21,47.92,62.65,39.05,52.12,18.35,49.39,34.84,23.06,29.15,34.53,28.27,75.9,23.05,53.93,35.54,23.21,35.41,29.28,68.25,26.91,24.67,19.34,51.72,19,41.41,50.36,23.07,41.54,52.48
2006-01-06,27.12,48.08,61.78,38.99,53.15,18.77,50.28,34.99,23.37,29.35,34.78,29.07,78.15,23.09,54.17,35.79,23.07,35.74,29.46,68.81,26.86,24.6,19.55,51.67,19.24,41.64,50.52,23.16,41.72,53.51
2006-01-09,27.44,49.28,61.26,39.01,54.12,19.06,50.03,34.78,23.62,29.27,35.16,29.44,77.03,23.23,54.51,36.37,22.95,35.91,30.02,69.15,27.3,24.55,19.55,52.06,19.31,41.66,51.09,23.26,41.56,53.49
2006-01-10,26.57,49.13,61.56,38.69,53.9,18.97,50.28,34.69,23.92,29.11,36.01,29.59,77.34,22.92,54.61,36.42,22.91,35.95,30.05,68.72,27.03,24.68,19.23,51.86,19.2,41.36,51.13,23.36,41.7,53.9
2006-01-11,26.21,48.87,62.45,38.59,53.93,19.4,50.79,33.54,24.14,29.31,37,30.13,77.44,22.94,54.09,36.4,23.2,35.97,30.56,68.58,27.14,24.94,19.47,52.04,19.35,42.03,50.36,23.64,42.34,54.27
2006-01-12,25.86,48.88,62.08,38.34,54.7,19.2,50.83,32.8,24.22,28.96,36.65,29.82,76.88,22.79,53.84,35.72,24.1,35.77,30.09,67.99,27.15,24.81,19.34,51.47,19.27,41.78,49.89,23.72,41.59,53.7
2006-01-13,25.99,48.78,61.9,38.34,54.81,18.92,51.23,32.67,24.28,29.04,36.1,30.67,76.52,22.63,53.5,35.7,23.93,35.66,29.81,67.82,27.15,24.85,19.41,51.9,19.29,41.67,50.07,23.78,41.28,54.9
2006-01-17,26.14,48.34,61.19,37.93,55.36,18.68,52.5,32.57,23.97,28.91,35.81,30.44,76.36,22.39,53.03,35.51,24.01,35.41,29.92,67.46,26.94,24.67,19.1,51.68,19.17,40.95,50.36,23.26,40.87,55.41
2006-01-18,25.99,48.16,60.87,37.89,54.62,18.73,51.69,32.39,23.8,28.81,36.09,30.45,77.1,19.83,53.82,35.13,24.23,35.23,30.26,67.54,26.79,24.52,18.88,51.95,19.16,40.75,50.05,23.02,41.08,54.64
2006-01-19,26.48,48,60.73,37.79,55.18,19.02,52.28,32.52,24.79,28.69,35.56,31,76.44,19.66,53.8,34.93,24.24,35.33,30.44,67.3,27.02,24.7,19.65,51.8,19.22,40.52,50.36,23.22,41.64,55.38
2006-01-20,25.86,46.91,59.24,36.99,53.66,18.51,51.87,32.22,24.3,27.61,34.6,30.52,74.85,19.1,52.62,34.03,23.98,34.6,31.01,65.84,26.97,24.14,19.44,51.21,19.07,39.7,49.48,22.86,40.92,54.51
2006-01-23,26.2,46.95,59.7,36.8,53.89,18.16,52.8,32.24,24.11,27.54,34.19,30.13,74.9,18.74,52.95,34.22,23.91,34.96,30.88,66.24,26.63,24.08,19.58,51.03,18.87,40.17,49,22.9,41.14,55.11
2006-01-24,26.31,48.21,60.27,37.04,54.16,18.33,52.66,32,24.55,27.27,34.84,30.16,74.38,18.67,51.37,34.08,23.88,35.3,31.01,64.93,26.59,24.02,19.35,51.24,19.03,39.97,50.78,22.82,41.57,54.89
2006-01-25,26.7,48.28,59.61,37.36,54.8,18.57,51.99,31.96,24.03,27.1,34.44,30.87,74.44,18.61,50.63,34.41,23.98,35.51,30.41,63.88,26.92,24.13,19.54,51.77,19.46,39.43,51.27,23.19,41.8,54.22
2006-01-26,27.63,48.67,61.22,37.59,57.53,18.58,51.11,32.45,23.69,27.32,34.8,30.38,74.26,18.86,50.75,35.4,24.26,35.8,30.22,63.62,27.54,24.22,19.71,52.08,19.69,40.75,51.74,23.41,42.12,53.98
2006-01-27,28.1,48.65,61.08,37.5,59.62,18.78,51.24,32.47,23.69,27.26,34.46,30.08,74.54,19.02,50.81,35.55,24.42,36.23,30.31,63.58,28.14,25.4,20.45,52.89,19.98,41.05,52.85,23.75,41.68,55.19
2006-01-30,27.41,48.08,61.49,37.24,59.16,18.89,51.56,32.07,24.05,27.24,34.46,30.07,75.1,19,50.54,35.64,25.01,36.04,30.29,63.58,27.95,25.59,20.41,52.36,20.11,40.79,52.5,23.57,42.2,56.83
2006-01-31,28.28,47.87,60.85,37.03,59.94,18.57,50.4,31.92,23.91,27.1,34.93,29.98,74.8,18.66,49.8,35.55,24.55,35.72,30.28,63.66,27.98,25.73,20.2,52.44,20.03,40.02,52.51,23.39,41.92,56.5
2006-02-01,28.06,48.03,63.8,36.79,61.13,18.58,49.82,32.19,23.87,27.42,34.65,30.03,75.39,18.91,50.07,35.66,24.39,35.82,30.85,64.05,28.11,25.63,20.5,52.96,20.49,40.23,52.17,23.5,41.95,55.78
2006-02-02,27.65,47.97,63.87,36.37,60.37,18.37,49.66,31.7,23.71,27.22,34.42,29.72,74.73,18.6,49.89,35.76,24.39,35.59,30.66,63.14,27.43,25.3,20.28,52.81,20.47,39.95,51.95,23.3,42.08,55.78
2006-02-03,27.59,47.76,63.13,36.07,60.15,18.15,48.8,31.71,23.62,27.18,34.3,29.38,73.57,18.29,49.66,35.35,24.25,35.28,31.11,62.22,27.89,25.17,19.89,52.84,20.68,39.5,51.44,23.36,41.36,55.28
2006-02-06,28.89,47.66,63.37,36.31,60.65,17.83,49.94,31.7,23.58,27.1,34.02,29.1,73.15,18.17,49.2,35.27,23.99,35.34,31.25,62.28,27.44,24.83,19.74,52.94,20.88,38.92,51.35,23.31,40.99,55.8
2006-02-07,27.85,47.53,63.74,36.41,59.29,18.09,49,31.94,25.22,26.73,33.36,29.2,73.46,18.22,49.15,35.11,24.19,35.41,31.3,61.83,27.32,24.62,19.81,52.52,20.78,38.6,51.17,23.27,40.68,54.52
2006-02-08,28.13,48.13,64.2,36.56,60.75,19.4,49.13,32.24,25.41,27.09,33.83,30.78,74.52,18.22,50.71,35.41,24.01,35.59,31.45,62.13,27.81,24.6,20.95,52.65,20.94,38.52,51.02,24.08,41.28,54.67
2006-02-09,28.03,48.41,64.42,36.69,60.43,19.55,48.29,32.77,25.24,27.24,33.64,30.38,74.15,18.52,50.67,35.56,24.21,35.39,31.39,63.11,27.85,24.37,20.92,52.79,20.94,38.33,51.01,24.13,41.55,54.24
2006-02-10,27.84,48.37,64.88,36.77,60.69,19.76,48.04,33.17,25.2,27.53,33.78,30.3,75.01,18.77,50.53,35.7,24.2,35.53,31.42,63.54,27.83,24.39,20.4,52.86,21.21,38.48,51.39,24.52,41.6,53.8
2006-02-13,27.28,48.39,64.51,36.58,60.58,19.55,48.05,33.03,24.95,27.51,34.2,30.52,74.19,18.63,50.63,35.56,24.08,35.16,31.45,63.8,27.83,24.12,20.32,52.63,21.34,38.17,51.58,24.34,41.38,53.95
2006-02-14,28.3,48.84,65.05,36.97,61.99,19.7,47.67,33.72,25.27,27.68,35.43,31.24,74.79,18.84,51.1,35.86,24.3,35.68,31.45,64.49,28.12,24.36,20.26,52.98,21.84,39.11,52.29,24.77,42.23,53.91
2006-02-15,27.86,49.46,64.81,37.14,63.21,19.94,47.87,33.66,25.39,27.68,35.77,30.45,74.57,18.82,51.15,36.06,24.53,35.68,31.14,64,28.62,24.65,20.34,53.22,21.86,38.73,52.49,25.23,42.63,54.1
2006-02-16,27.4,49.73,64.9,37.41,63.53,19.98,48.16,34.16,25.55,27.59,36.06,32.71,74.62,18.82,51.04,36.5,24.38,35.9,31.45,63.93,29.18,24.59,20.5,53.77,21.96,38.28,52.55,25.53,42.4,54.54
2006-02-17,27.4,49.7,65.27,37.39,63.61,19.86,48.91,34.15,25.42,27.81,36.06,32.76,74.44,18.17,51.12,36.47,24.64,36.07,31.19,64.56,29.24,24.49,20.51,54.01,21.83,37.95,52.37,25.7,41.92,54.81
2006-02-21,27.24,49.16,65.35,37.3,64.08,19.58,49.53,34.27,25.66,27.6,36.07,31.26,74.25,18.18,51.18,36.4,24.63,36.12,30.84,64.06,28.87,24.34,20.37,53.9,21.73,37.72,53.12,25.38,41.59,55
2006-02-22,27.33,50.05,66.55,37.74,64.5,19.67,48.97,33.64,25.94,27.83,36.08,31.67,75.03,17.77,51.08,37.03,24.88,36.32,31.09,64.27,29.13,24.5,20.8,54.84,21.81,37.97,53.17,25.11,41.35,54.55
2006-02-23,27.14,49.81,66.11,37.98,63.87,19.72,48.88,33.38,26.18,27.72,35.82,31.12,73.97,17.89,50.7,36.76,25.16,36.28,30.78,64.86,28.72,24.45,20.76,54.43,21.57,37.48,52.87,25.06,41.55,54.16
2006-02-24,27.21,50.08,66.48,38.28,64.18,19.85,49.32,33.17,26.43,27.62,35.86,30.79,73.88,17.95,50.27,37.25,25.26,36.45,30.56,65.09,28.47,24.42,20.95,54.45,21.28,37.53,53.18,24.98,41.32,54.7
2006-02-27,26.66,49.96,66.32,38.49,64.89,19.97,48.85,32.95,26.81,27.77,36.57,32.12,74.37,18.09,50.4,37.18,25.18,36.71,30.49,64.89,28.68,24.81,21.13,54.32,21.44,37.98,53.06,25.17,41.61,54.24
2006-02-28,26.45,49.18,65.03,38.38,64.52,20.24,48.32,33.1,26.44,27.4,36.31,31.55,74.01,18.16,50.17,36.79,25.09,36.23,30.19,64.81,28.27,24.64,20.8,53.06,21.3,37.91,52.82,24.9,41.24,53.74
2006-03-01,26.66,49.4,65.26,38.6,65.67,21.06,48.97,33.41,26.53,27.31,36.69,32.74,73.69,18.34,50.18,37.23,24.71,36.52,30.21,64.88,28.35,24.89,20.86,53.22,21.68,37.76,53,25.27,41.05,54.62
2006-03-02,26.97,49.09,65.13,38.21,65.63,20.88,48.77,33.76,26.48,27.38,36.43,32.87,73.73,18.07,50.21,37.25,24.63,36.17,30.22,64.33,28.48,24.73,20.7,52.73,21.83,37.56,52.63,25.12,40.97,55.08
2006-03-03,27.42,49.06,65.65,38.25,65.87,21.04,48.74,33.73,26.66,27.56,36.35,31.98,73.75,17.92,50.02,37.19,24.76,36.08,30.14,64.18,28.54,24.7,20.92,52.83,21.61,37.81,52.25,24.81,41.22,55.2
2006-03-06,26.88,49.06,64.97,38.27,64.64,21.05,47.78,33.36,26.34,27.59,36.01,31.59,73.79,17.9,50.35,37.05,24.58,36.21,29.98,63.36,28.35,24.68,20.64,52.83,20.86,37.45,52.12,24.92,41.02,54.3
2006-03-07,26.34,48.91,65.45,38.61,64.48,20.87,47.33,33.61,26.46,27.63,35.76,31.69,74.05,17.69,50.67,37.09,24.69,36.08,29.96,63.64,28.31,24.82,20.8,53.39,20.48,37.6,52.15,24.76,41.16,54.18
2006-03-08,25.96,49.14,65.14,38.69,63.92,20.86,47.15,33.37,26.5,27.87,35.58,31.42,74.84,17.64,51.12,37.2,24.71,36.45,29.99,63.74,28.44,24.99,20.79,54.07,20.68,37.72,52.23,24.71,41.16,54.05
2006-03-09,25.99,48.56,65.98,38.55,63.03,20.44,46.58,33.16,26.53,27.67,35.13,31.5,74.73,17.41,50.75,36.71,25.09,36.6,29.86,63.23,28.3,24.76,20.8,54.36,20.8,37.36,51.83,24.81,41.13,53.34
2006-03-10,26.37,49.5,66.91,38.89,62.63,20.82,46.26,33.65,26.6,28.05,35.66,31.72,75.23,17.5,51.38,36.78,25.49,36.92,29.97,63.69,28.5,24.92,20.72,55.12,21.02,37.53,52.21,25.26,41.22,53.57
2006-03-13,26.24,49.14,66.95,38.88,62.68,20.86,47.21,34.15,26.98,28.07,35.66,32.02,75.57,17.4,51.42,36.72,25.01,36.94,29.68,63.48,28.86,24.86,20.63,54.88,20.93,37.83,52.37,25.36,41.16,53.99
2006-03-14,26.7,49.25,67.5,39.15,63.51,21.25,48.21,34.49,27.07,28.16,36.43,32.19,76.44,17.42,51.6,37,25.31,37.2,29.63,64.75,28.78,24.97,20.63,53.13,21.09,37.95,52.65,25.41,41.41,55.05
2006-03-15,26.97,49.31,68.03,39.27,65.58,21.44,48.33,35.27,27.16,28.69,36.53,32.66,76.9,17.56,52.04,36.86,25.32,37.15,30.07,65.17,28.83,25.09,20.61,53.04,21.08,38.07,52.31,25.41,41.36,55.24
2006-03-16,27.27,49.4,68.64,39.58,66.12,21.25,49.4,35.08,27.09,28.66,36.96,32.63,76.43,17.33,52.24,36.95,25.43,37.12,30.32,65.95,28.93,25.01,20.69,52.58,20.93,38.1,52.58,25.51,42.31,55.8
2006-03-17,27.16,49.88,69.64,39.7,67.3,21.62,48.92,35.01,27.05,28.77,37.09,32.92,76.83,17.23,52.51,37.02,25.42,37.2,30.36,65.86,29.22,25.22,20.96,52.33,20.84,36.85,53.09,25.42,42.61,55.27
2006-03-20,26.88,49.4,69.94,39.7,66.96,21.68,48.55,35.17,27.05,28.76,37.04,32.73,77.09,17.3,52.64,37.07,25.59,37.29,30.04,66.05,29.24,25.58,21.03,52.4,20.7,37.16,53,25.28,43.59,54.91
2006-03-21,26.29,48.91,70.01,39.42,65.6,21.41,48.39,35.26,26.54,28.62,37.17,32.33,77.3,17.44,52.71,36.84,25.58,37.17,30.18,65.99,29.43,25.44,20.9,52.26,20.62,36.77,52.77,25.38,43.91,54.97
2006-03-22,26.48,48.88,70.32,39.77,67.28,21.42,48.33,35.51,26.25,28.78,37.49,32.15,77.89,17.62,53.09,37.6,26.16,37.19,30.1,66.99,29.71,24.9,20.97,52.67,20.78,36.87,53.39,25.72,43.9,55.27
2006-03-23,26.63,48.47,69.69,39.53,67.32,21.41,48.45,35.35,26,28.44,37.87,31.81,76.74,17.37,52.92,37.59,25.67,36.87,29.87,67.61,29.68,24.62,20.78,51.93,20.84,36.68,53.05,25.65,44.3,55.45
2006-03-24,26.91,48.54,70.43,39.7,66.65,21.36,49.25,35.01,25.93,28.3,37.28,31.97,76.88,17.28,52.56,37.65,25.79,37.09,30.01,67.63,29.56,24.77,20.67,52.01,21.13,36.77,53.53,25.84,43.98,55.37
2006-03-27,27.36,48.7,70.13,39.63,66.55,21.69,49.8,35.01,25.83,28.17,37.17,31.91,76.63,17.41,52.17,37.66,25.79,36.86,29.88,67.67,29.54,24.77,20.5,51.61,21.08,36.57,53.47,25.81,43.76,55.48
2006-03-28,27.22,47.98,69.34,38.98,66.1,21.33,49.5,34.87,25.59,28.01,37.17,30.91,76.03,17.26,51.87,37.16,25.26,36.66,29.67,67.19,29.23,24.67,20.14,50.94,20.86,36.14,52.62,25.53,43.58,55.18
2006-03-29,27.7,47.92,70.83,38.91,65.04,21.57,50.16,34.95,26.32,28.28,37.1,31.54,76.67,17.48,51.79,37.27,25.51,36.66,29.92,68.3,29.36,24.78,20.05,51.12,21.04,37.21,52.65,25.87,43.85,55.47
2006-03-30,27.71,47.58,70.15,38.6,63.92,21.97,50.05,34.97,26.33,28.88,36.64,31.39,76.74,17.37,51.65,37.14,25.36,36.62,29.88,67.39,29.2,24.97,20.02,51.03,20.86,37.4,52.39,25.48,43.49,55.33
2006-03-31,27.57,47.96,69.72,38.54,63.39,21.67,49.59,34.73,26.35,28.99,36.57,31.71,76.06,17.16,51.54,37.24,25.46,36.4,29.72,66.65,28.89,24.95,19.79,51.03,20.87,37.06,52.34,25.17,43.11,55.09
2006-04-03,27.87,47.85,69.79,38.66,64.89,21.59,49.91,35.24,26.39,28.92,36.64,32.32,76.61,17.06,51.5,37.5,25.44,36.4,30.04,66.79,29.04,25.27,19.95,51.25,20.8,37.36,52.53,25.43,42.68,55.25
2006-04-04,27.84,48.58,70.31,39.18,66.48,21.56,50.4,35.33,26.36,28.92,36.79,32.47,76.97,17.02,51.19,38.11,25.83,36.59,29.98,67.81,29.09,25.35,19.94,51.35,20.93,37.55,52.51,25.56,42.44,55.9
2006-04-05,28.57,48.39,70.77,39.4,66.92,21.69,50.9,35.47,26.25,28.69,36.87,33.12,77.63,17.18,50.83,38.35,25.45,36.47,30.11,68.21,29.51,25.44,19.99,51.02,20.91,37.47,52.58,25.45,42.77,56.27
2006-04-06,29.01,47.82,71.41,39.1,66.78,21.18,50.82,35.54,26.15,28.77,36.43,32.87,77.3,17.09,50.91,38.13,25.45,36.25,29.92,71.67,28.57,25.27,19.93,50.91,20.67,37.37,52.58,25.18,42.49,56.21
2006-04-07,29.32,47.29,71.18,38.71,66.14,20.81,50.17,35.13,26.01,28.37,36.4,32.16,76.07,16.96,50.33,37.59,25.2,35.95,30.17,71.36,28.26,24.99,19.61,50.72,20.44,36.61,52.03,25.26,42,55.52
2006-04-10,29.61,47.43,72.27,38.66,66.61,20.99,51.09,35.35,26.25,28.27,36.14,31.9,75.72,17.07,50.23,37.76,24.99,36.06,30.57,71.31,28.22,25.03,19.58,50.6,20.34,36.71,52.08,25.03,41.71,56.07
2006-04-11,30.75,46.88,72.08,38.56,67.68,21.03,50.87,35.4,26.23,28.38,35.82,31.36,74.86,16.89,50.26,37.51,24.58,35.9,30.75,71.15,27.93,24.88,19.34,50.02,20.15,36.45,51.84,24.48,41.52,56.13
2006-04-12,30.75,46.83,74.44,38.7,68.72,21.02,50.19,35.47,26.37,28.72,35.44,31.16,74.48,16.86,50.36,37.77,24.45,35.78,30.43,71.42,27.76,24.94,19.4,49.95,20.02,36.58,51.87,24.69,41.89,55.64
2006-04-13,30.41,46.85,74.19,38.71,67.92,21.18,50.29,35.62,26.34,28.25,35.55,31.44,75.61,17.15,50.4,38.04,24.47,35.87,30.14,71.3,27.83,24.83,19.46,50.11,19.99,36.38,51.6,24.53,41.77,55.73
2006-04-17,30.67,46.65,73.67,38.49,67.49,20.86,50.75,35.35,26.12,27.75,34.91,30.87,75.3,16.92,50.17,37.86,24.41,35.68,29.68,70.68,27.72,24.61,19.41,49.61,19.87,36.45,51.92,24.28,41.82,56.17
2006-04-18,31.72,47.84,74.52,38.9,69.66,21.47,52.07,35.93,26.53,28.23,35.72,32.27,76.84,17.1,50.59,38.41,24.62,35.91,29.82,71.85,28.27,24.96,19.8,49.72,20.27,37.07,53.18,24.82,42.34,57.52
2006-04-19,31.53,47.45,76,38.98,69.72,21.26,52.19,35.94,25.96,28.25,35.22,31.8,75.5,17.25,50.49,38.42,24.81,36.25,29.88,72.11,28.21,24.79,19.72,49.92,20.12,38.13,56.71,24.49,42.41,58.21
2006-04-20,31.36,47.97,76.49,39.17,69.05,21.03,51.35,36.49,25.83,28.44,35.28,32.59,75.65,17.15,50.67,38.41,25.57,36.35,30.34,72.74,28.7,24.79,19.82,50.09,19.8,38.37,57.98,24.34,42.34,57.86
2006-04-21,31.92,47.8,77.35,39.67,68.96,20.68,52.6,36.7,25.52,28.32,34.82,31.77,75.32,16.81,50.8,38.32,26.09,36.39,29.92,74.91,28.49,24.9,19.76,50.16,19.81,37.87,57.99,24.31,41.82,58.84
2006-04-24,32.05,47.37,77.02,39.84,68.53,20.29,52.18,36.64,25.76,28.28,34.65,31.71,75.73,16.67,50.76,38.48,26.18,36.13,29.63,75.26,28.18,24.86,19.69,50.39,19.95,38.09,58.27,24.15,41.56,58.31
2006-04-25,31.66,46.94,76.14,39.86,66.36,20.47,51.68,36.17,25.5,28.32,34.55,31.82,76.25,16.88,50.66,38.06,26.26,35.95,29.28,74.69,28.08,24.86,19.64,50.99,20.01,38.02,57.92,24.3,41.64,57.89
2006-04-26,31.54,47.48,75.96,40.38,67.26,20.73,51.52,36.16,25.69,28.45,34.64,31.61,76.87,17.18,50.95,38.46,26.3,36.27,29.5,75.31,28.14,24.85,19.83,51.65,20.44,38.82,57.98,24.73,41.96,57.12
2006-04-27,30.13,49.12,75.23,41.51,66.47,20.98,51.31,35.84,26.22,28.7,34.77,32.06,77.36,17.7,51.04,39.62,26.31,36.56,29.94,75.06,28.37,24.99,19.75,51.98,20.62,38.77,57.7,24.91,41.65,56.51
2006-04-28,30.47,49.22,74.65,42.25,67.08,20.95,52.2,36.28,26.41,28.83,34.52,31.29,75.94,17.62,51.01,40.91,26.25,36.48,29.9,75.23,28.22,22.15,20.12,51.82,20.48,39.04,56.71,24.69,41.09,57.1
2006-05-01,30.73,48.31,75.02,41.63,66.98,20.96,52.33,36.36,26.14,28.67,35.05,31.46,75.84,17.18,50.99,40.37,26.18,36.49,29.73,74.83,28.08,22.28,19.95,51.53,20.44,38.49,56.82,24.52,41.92,57.41
2006-05-02,30.92,48.05,76.34,41.86,68.62,21.39,53.72,36.72,26.35,28.74,34.75,31.15,76.02,17.27,51.06,41.02,26.08,36.72,29.76,74.41,28.27,22.02,20,51.74,20.44,40.44,57.39,24.4,42.13,58.54
2006-05-03,30.55,47.92,76.82,41.73,69.17,21.49,52.95,36.83,26.55,28.67,34.9,31.65,76.28,16.98,50.78,40.98,26.05,36.45,30.15,75.65,28,21.25,19.99,50.05,20.31,40.66,57.21,24.4,42.61,57.73
2006-05-04,31.24,48.26,77.51,42.27,69.79,21.86,53.04,36.84,26.83,29.01,34.81,32.09,76.03,17.14,50.7,41.19,26.11,36.59,30.14,76.15,28.13,21.5,20.03,49.73,20.26,40.67,57.58,24.52,42.34,57.31
2006-05-05,31.8,49.17,79.14,42.72,70.83,21.75,53.34,37.14,27.48,29.31,35.7,32.64,76.81,17.29,51.09,42.06,26.41,37.13,30.45,76.88,28.27,21.83,20.18,49.62,20.3,40.58,58.61,24.69,43.12,57.94
2006-05-08,32.73,49.03,78.36,42.41,70.76,21.76,53.05,37.41,27.18,29.17,35.45,32.57,76.73,17.82,51.1,41.56,26.7,37.71,30.61,77.61,28.25,21.76,20.29,50.16,20.43,40.43,58.59,24.61,43.41,57.67
2006-05-09,33.15,49.01,78.71,42.48,71.86,21.68,53.78,37.55,27.94,29.17,35.76,31.92,77.04,17.64,50.79,41.49,26.71,37.97,30.99,77.13,28.23,21.66,20.26,50.3,20.56,40.16,58.76,24.56,43.69,57.88
2006-05-10,32.82,49.05,79.84,42.46,71.71,20.75,53.79,37.6,28.44,28.92,35.63,31.88,76.74,17.35,50.76,41.4,26.64,37.89,31.1,77.19,28.43,21.8,20.08,50.16,20.45,40.35,59.73,24.18,43.6,58.12
2006-05-11,32.64,48.22,79.18,42.06,70.51,20.05,53.65,37.24,28.15,28.77,35.2,31.35,76.33,17.16,51.21,40.7,26.25,37.72,30.57,76.76,28.3,21.29,19.89,49.55,20.4,39.98,59.43,23.85,43.12,57.74
2006-05-12,31.54,48.38,78.1,41.64,68.91,20.34,52.51,36.65,28.24,28.57,34.58,30.97,76.26,16.87,51.2,39.96,25.87,37.54,30.17,76.24,28.12,21.25,19.65,48.98,20.02,39.66,58.6,23.77,42.47,56.63
2006-05-15,30.32,48.6,77.07,41.94,68.61,20.56,51.81,36.93,28.33,28.81,35.01,30.49,76.73,17.12,52.19,40.15,26.2,38.2,30.24,76.72,28.45,21.31,19.96,49.47,20.15,39.85,58.49,23.57,43.28,56.41
2006-05-16,30.48,48.47,77.56,42.01,68.49,20.21,52.2,37.06,28.67,29,33.24,29.98,76.05,16.89,52.44,39.96,26.58,38.12,30.01,76.4,28.8,21.18,19.97,49.89,20.14,39.72,58.86,23.7,43.87,56.37
2006-05-17,29.14,47.57,75.2,41.1,67.23,20.18,50.86,36.29,28.11,28.69,32.86,31,75.23,16.54,52.33,38.99,26.47,37.86,29.89,74.74,28.16,20.93,19.46,49.26,19.62,39.53,57.8,23.04,42.9,54.75
2006-05-18,28.37,47.49,74.26,40.73,66.08,20.29,50.65,35.68,27.96,28.47,33.21,31.3,74.66,16.53,52.34,38.53,26.46,37.86,29.79,74.5,28.81,21.02,19.16,48.87,19.33,39.19,56.81,22.74,43.24,54.49
2006-05-19,28.97,47.78,75.95,40.86,64.45,20.87,50.45,35.51,28.48,28.47,33.66,30.86,74.31,16.27,52.13,38.54,26.46,37.95,29.53,74.64,28.22,20.77,19.1,48.21,19.76,39.59,56.85,23.1,43.34,55
2006-05-22,28.22,47.48,76.94,40.85,64.53,20.6,50.23,35.15,28.34,28.4,33.28,31.02,74.07,15.96,52.1,38.44,26.69,37.91,29.43,74.13,28.22,21.06,19.02,48.33,19.73,39.07,57.06,23.02,43.36,55.3
2006-05-23,27.94,47.77,76.43,40.82,65.29,20.37,50.13,34.84,28.56,28.35,32.71,30.95,73.89,15.91,52.22,38.02,26.8,37.89,29,73.87,28.24,20.98,19.24,48.51,19.73,38.88,56.66,23.08,43.52,54.94
2006-05-24,28.1,48.86,73.95,41.03,65.17,20.49,49.7,34.93,28.47,28.56,32.86,31.2,73.85,15.85,52.91,38,27.27,38.28,28.5,74.21,27.83,21.64,19.12,48.81,19.9,38.73,56.27,22.99,43.99,54.68
2006-05-25,28.68,49.48,74.5,41.4,65.5,20.52,51.33,35.08,28.48,28.69,33.2,31.1,74.18,16,52.94,38.63,27.72,38.58,28.77,73.71,28.2,21.86,19.12,49.2,20.08,38.88,56.57,23.29,45.29,55.97
2006-05-26,29.26,49.77,74.95,41.79,65.91,20.31,51.62,35.3,28.82,28.62,33.43,31.36,74.75,16.15,53.15,38.97,27.62,38.68,28.47,74.25,28.34,21.84,19.25,49.08,20.5,38.85,56.76,23.54,45.47,56.03
2006-05-30,28.54,49.22,73.72,41.22,63.91,19.77,50.43,34.96,28.53,28.38,32.59,30.76,74.2,15.78,52.41,38.26,27.58,37.97,28.3,73.89,27.17,21.31,18.91,48.42,20.19,38.29,56.61,23.11,44.23,54.77
2006-05-31,28.74,49.73,74.73,41.39,64.61,19.68,51.59,35.27,28.81,28.56,32.96,31.21,73.96,15.97,52.73,38.44,27.81,38.28,28.69,74.07,27.61,20.85,18.97,48.3,20.37,39.04,56.68,23.33,44.37,55.42
2006-06-01,29.51,50.11,75.08,41.65,64.91,20.5,51.75,35.55,28.92,28.8,33.33,31.26,74.69,15.99,53.11,39.29,27.68,38.19,29.13,74.82,28.04,21.01,19.16,48.5,21.03,39.38,57.3,23.9,44.32,55.6
2006-06-02,29.51,50.06,75.22,42.13,64.48,20.44,52.42,35.91,28.92,28.89,32.85,31.23,73.61,16.16,53.19,39.5,27.89,38.16,28.98,75.06,28.16,20.95,19.4,48.03,20.89,38.84,57.15,23.88,43.8,56.09
2006-06-05,28.43,49.03,73.72,41.68,61.4,19.88,51.21,35.19,29.04,28.52,32.38,30.45,73.18,15.93,52.66,38.74,27.74,37.76,28.67,73.44,27.76,20.71,19.2,47.35,20.79,37.8,55.71,23.59,43.22,54.63
2006-06-06,27.81,48.72,72.4,41.5,60.65,20.17,50.85,34.98,28.84,28.8,32.17,29.78,73.83,15.77,53.37,38.21,27.26,37.82,28.81,72.83,28.12,20.37,19.12,47.52,20.89,37.89,54.44,23.7,43.07,54.95
2006-06-07,27.23,48.92,73.12,41.78,59.11,19.91,49.33,34.08,28.95,28.67,31.86,29.81,73.27,15.41,53.57,38.09,26.69,37.72,28.82,71.13,28.17,20.29,19.17,47.4,20.78,38.12,54.42,23.81,43.08,53.51
2006-06-08,27.24,48.84,72.88,41.93,59.24,19.89,49.92,33.91,28.22,28.82,32.33,28.97,71.3,15.16,53.91,38.18,26.36,37.72,29.14,72.37,28.18,20.36,19.13,48.74,20.77,38.67,54.68,23.67,43.32,54.2
